port_call_id,date_key,port_key,terminal_key,vessel_key,carrier_key,ship_size_class_key,route_key,arrival_datetime,berth_datetime,departure_datetime,berth_waiting_hours,at_berth_hours,turnaround_hours,crane_moves_total,is_delayed,delay_hours,year,month
1106,20220616,2,5,56,13,2,11,2022-06-16 06:39:00,2022-06-16 18:37:04,2022-06-17 14:46:30,11.97,20.16,32.13,0,0,0.0,2022,6
1107,20220610,2,5,4,9,2,13,2022-06-10 20:16:00,2022-06-11 07:23:15,2022-06-12 12:26:27,11.12,29.05,40.17,626,0,0.0,2022,6
1108,20220607,2,5,188,2,5,5,2022-06-07 10:21:00,2022-06-07 19:19:53,2022-06-08 18:30:17,8.98,23.17,32.15,160,0,0.0,2022,6
1109,20220621,2,6,92,2,3,11,2022-06-21 04:41:00,2022-06-22 00:33:04,2022-06-23 12:39:59,19.87,36.12,55.98,484,0,0.0,2022,6
1110,20220612,2,5,9,1,2,4,2022-06-12 05:26:00,2022-06-12 13:04:17,2022-06-13 08:05:22,7.64,19.02,26.66,704,0,0.0,2022,6
1111,20220618,2,5,61,3,3,5,2022-06-18 02:50:00,2022-06-18 16:33:20,2022-06-19 17:06:20,13.72,24.55,38.27,0,0,0.0,2022,6
1112,20220607,2,5,23,4,4,11,2022-06-07 21:28:00,2022-06-07 21:53:07,2022-06-09 02:57:45,0.42,29.08,29.5,851,0,0.0,2022,6
1113,20220616,2,4,162,7,5,11,2022-06-16 11:24:00,2022-06-16 13:20:59,2022-06-17 10:34:49,1.95,21.23,23.18,294,0,0.0,2022,6
1114,20220620,2,5,5,5,3,4,2022-06-20 14:23:00,2022-06-20 15:42:51,2022-06-21 17:41:52,1.33,25.98,27.31,0,0,0.0,2022,6
1115,20220623,2,4,84,2,4,4,2022-06-23 08:43:00,2022-06-23 13:40:28,2022-06-24 08:30:16,4.96,18.83,23.79,414,0,0.0,2022,6
1116,20220608,2,4,83,1,1,6,2022-06-08 09:51:00,2022-06-09 08:26:33,2022-06-11 00:20:54,22.59,39.91,62.5,0,0,0.0,2022,6
1117,20220612,2,4,59,3,2,5,2022-06-12 08:31:00,2022-06-13 04:24:38,2022-06-14 11:49:04,19.89,31.41,51.3,573,0,0.0,2022,6
1118,20220621,2,5,103,1,1,4,2022-06-21 20:25:00,2022-06-22 03:50:30,2022-06-24 03:31:18,7.43,22.86,55.11,0,1,24.82,2022,6
1119,20220619,2,4,3,4,1,4,2022-06-19 06:42:00,2022-06-19 09:15:29,2022-06-20 18:22:58,2.56,33.12,35.68,0,0,0.0,2022,6
1120,20220613,2,5,107,5,1,4,2022-06-13 18:08:00,2022-06-14 14:43:08,2022-06-15 20:15:17,20.59,29.54,50.12,0,0,0.0,2022,6
1121,20220607,2,4,1,10,2,13,2022-06-07 16:46:00,2022-06-08 00:31:57,2022-06-09 05:01:09,7.77,28.49,36.25,1062,0,0.0,2022,6
1122,20220621,2,4,21,5,3,14,2022-06-21 22:43:00,2022-06-22 04:44:46,2022-06-23 06:22:08,6.03,25.62,31.65,554,0,0.0,2022,6
1123,20220625,2,4,80,4,2,5,2022-06-25 13:41:00,2022-06-25 16:55:17,2022-06-26 15:17:21,3.24,22.37,25.61,0,0,0.0,2022,6
1124,20220604,2,5,135,7,1,5,2022-06-04 13:17:00,2022-06-04 17:33:00,2022-06-06 13:42:01,4.27,29.45,48.42,0,1,14.7,2022,6
1125,20220620,2,5,34,3,1,5,2022-06-20 01:56:00,2022-06-21 03:31:02,2022-06-22 19:06:21,25.58,39.59,65.17,0,0,0.0,2022,6
1126,20220605,2,4,125,9,6,6,2022-06-05 10:00:00,2022-06-06 04:52:40,2022-06-07 10:40:12,18.88,29.79,48.67,310,0,0.0,2022,6
1127,20220610,2,4,80,9,2,11,2022-06-10 23:14:00,2022-06-11 08:39:35,2022-06-12 11:56:26,9.43,27.28,36.71,0,0,0.0,2022,6
1128,20220609,2,4,40,1,1,4,2022-06-09 05:21:00,2022-06-09 07:40:01,2022-06-10 08:48:32,2.32,25.14,27.46,0,0,0.0,2022,6
1129,20220626,2,5,98,1,4,5,2022-06-26 00:37:00,2022-06-26 10:02:43,2022-06-27 12:20:23,9.43,26.29,35.72,495,0,0.0,2022,6
1130,20220613,2,6,44,7,6,4,2022-06-13 15:15:00,2022-06-14 02:42:51,2022-06-15 19:55:51,11.46,41.22,52.68,555,0,0.0,2022,6
1131,20220606,2,5,194,7,5,5,2022-06-06 07:04:00,2022-06-06 10:44:59,2022-06-07 16:31:19,3.68,29.77,33.46,404,0,0.0,2022,6
1132,20220623,2,5,54,6,3,9,2022-06-23 18:07:00,2022-06-25 10:32:43,2022-06-27 08:10:43,40.43,23.19,86.06,0,1,22.45,2022,6
1133,20220605,2,4,20,1,3,4,2022-06-05 22:04:00,2022-06-06 04:07:43,2022-06-07 09:54:28,6.06,29.78,35.84,0,0,0.0,2022,6
1134,20220623,2,4,73,7,3,4,2022-06-23 19:40:00,2022-06-24 08:09:35,2022-06-25 14:22:20,12.49,30.21,42.71,677,0,0.0,2022,6
1135,20220612,2,4,177,1,1,4,2022-06-12 12:25:00,2022-06-12 18:27:39,2022-06-13 23:08:35,6.04,27.12,34.73,742,1,1.56,2022,6
1136,20220627,2,5,200,2,5,5,2022-06-27 21:39:00,2022-06-27 21:50:22,2022-06-29 05:49:10,0.19,26.87,32.17,451,1,5.11,2022,6
1137,20220626,2,4,183,7,2,11,2022-06-26 19:06:00,2022-06-26 20:32:53,2022-06-28 06:34:50,1.45,34.03,35.48,541,0,0.0,2022,6
1138,20220615,2,6,197,7,3,5,2022-06-15 10:37:00,2022-06-15 11:42:50,2022-06-16 12:55:39,1.1,25.21,26.31,0,0,0.0,2022,6
1139,20220610,2,4,128,4,1,4,2022-06-10 06:57:00,2022-06-10 12:00:41,2022-06-11 21:10:52,5.06,33.17,38.23,0,0,0.0,2022,6
1140,20220605,2,5,27,2,1,5,2022-06-05 23:39:00,2022-06-05 23:50:05,2022-06-07 12:02:09,0.18,36.2,36.39,0,0,0.0,2022,6
1141,20220622,2,4,72,7,3,4,2022-06-22 09:37:00,2022-06-22 10:58:44,2022-06-24 00:38:32,1.36,37.66,39.03,240,0,0.0,2022,6
1142,20220626,2,6,108,6,4,5,2022-06-26 17:49:00,2022-06-26 23:02:31,2022-06-28 16:05:03,5.23,35.35,46.27,392,1,5.69,2022,6
1143,20220617,2,4,95,5,1,4,2022-06-17 00:33:00,2022-06-18 00:05:59,2022-06-19 18:14:35,23.55,42.14,65.69,0,0,0.0,2022,6
1144,20220630,2,5,83,1,1,5,2022-06-30 17:54:00,2022-07-02 16:45:51,2022-07-04 20:29:21,46.86,29.06,98.59,0,1,22.66,2022,6
1145,20220630,2,4,115,13,2,9,2022-06-30 06:50:00,2022-06-30 10:04:08,2022-07-02 03:01:04,3.24,26.92,44.18,0,1,14.03,2022,6
1146,20220629,2,4,105,3,3,6,2022-06-29 14:38:00,2022-06-30 03:11:34,2022-07-01 13:06:04,12.56,33.91,46.47,735,0,0.0,2022,6
1147,20220616,2,6,51,4,1,5,2022-06-16 09:26:00,2022-06-16 10:18:36,2022-06-16 22:10:23,0.88,11.86,12.74,415,0,0.0,2022,6
1148,20220621,2,4,140,9,1,13,2022-06-21 15:14:00,2022-06-22 03:17:26,2022-06-23 10:58:08,12.06,31.68,43.74,0,0,0.0,2022,6
1149,20220607,2,5,136,5,1,5,2022-06-07 06:15:00,2022-06-07 19:53:20,2022-06-08 17:50:06,13.64,21.95,35.59,0,0,0.0,2022,6
1150,20220618,2,5,126,7,1,9,2022-06-18 12:13:00,2022-06-18 14:33:53,2022-06-19 23:01:21,2.35,32.46,34.81,0,0,0.0,2022,6
1151,20220621,2,5,129,1,2,4,2022-06-21 11:01:00,2022-06-21 21:05:16,2022-06-23 04:19:17,10.07,31.23,41.3,0,0,0.0,2022,6
1152,20220604,2,4,114,3,5,6,2022-06-04 11:02:00,2022-06-05 03:38:27,2022-06-06 18:14:04,16.61,38.59,55.2,623,0,0.0,2022,6
1153,20220625,2,4,60,2,1,4,2022-06-25 08:46:00,2022-06-25 13:16:45,2022-06-26 12:00:01,4.51,22.72,27.23,0,0,0.0,2022,6
1154,20220703,2,5,74,2,1,4,2022-07-03 05:53:00,2022-07-03 06:54:24,2022-07-04 15:07:47,1.02,32.22,33.25,0,0,0.0,2022,7
1155,20220725,2,4,149,7,1,4,2022-07-25 20:50:00,2022-07-26 05:43:16,2022-07-27 17:07:25,8.89,35.4,44.29,0,0,0.0,2022,7
1156,20220730,2,4,198,1,1,5,2022-07-30 11:51:00,2022-07-30 18:22:29,2022-07-31 18:49:09,6.52,24.44,30.97,844,0,0.0,2022,7
1157,20220718,2,4,71,4,1,9,2022-07-18 19:56:00,2022-07-19 03:58:25,2022-07-20 11:58:58,8.04,32.01,40.05,0,0,0.0,2022,7
1158,20220716,2,5,94,1,2,9,2022-07-16 04:50:00,2022-07-16 06:23:24,2022-07-17 13:12:11,1.56,30.81,32.37,0,0,0.0,2022,7
1159,20220721,2,5,15,5,1,5,2022-07-21 13:40:00,2022-07-22 00:27:59,2022-07-23 03:18:11,10.8,26.84,37.64,0,0,0.0,2022,7
1160,20220724,2,4,91,5,2,4,2022-07-24 17:18:00,2022-07-24 19:27:00,2022-07-25 16:32:46,2.15,21.1,23.25,0,0,0.0,2022,7
1161,20220708,2,4,196,1,2,9,2022-07-08 04:54:00,2022-07-08 11:08:50,2022-07-10 04:04:24,6.25,40.93,47.17,0,0,0.0,2022,7
1162,20220702,2,5,101,3,1,6,2022-07-02 15:50:00,2022-07-03 21:59:13,2022-07-04 22:28:40,30.15,24.49,54.64,0,0,0.0,2022,7
1163,20220721,2,4,137,4,1,9,2022-07-21 20:48:00,2022-07-21 21:27:33,2022-07-23 01:53:03,0.66,28.43,29.08,645,0,0.0,2022,7
1164,20220730,2,4,186,3,5,5,2022-07-30 11:33:00,2022-07-30 22:52:36,2022-07-31 20:10:16,11.33,21.29,32.62,564,0,0.0,2022,7
1165,20220711,2,5,17,3,5,4,2022-07-11 12:40:00,2022-07-12 13:37:03,2022-07-13 15:30:54,24.95,25.9,50.85,386,0,0.0,2022,7
1166,20220711,2,5,21,1,3,4,2022-07-11 06:28:00,2022-07-11 17:37:18,2022-07-13 03:02:38,11.16,33.42,44.58,835,0,0.0,2022,7
1167,20220728,2,4,27,2,1,11,2022-07-28 18:10:00,2022-07-29 18:16:10,2022-07-30 18:18:49,24.1,24.04,48.15,0,0,0.0,2022,7
1168,20220709,2,4,118,4,1,4,2022-07-09 02:18:00,2022-07-09 07:37:09,2022-07-10 13:19:05,5.32,29.7,35.02,0,0,0.0,2022,7
1169,20220709,2,4,167,4,1,5,2022-07-09 19:21:00,2022-07-09 22:00:40,2022-07-11 04:45:06,2.66,30.74,33.4,0,0,0.0,2022,7
1170,20220712,2,4,93,3,4,9,2022-07-12 10:17:00,2022-07-12 13:38:01,2022-07-13 10:21:35,3.35,20.73,24.08,859,0,0.0,2022,7
1171,20220703,2,4,132,2,1,5,2022-07-03 11:57:00,2022-07-03 22:42:46,2022-07-04 18:28:06,10.76,15.47,30.52,0,1,4.29,2022,7
1172,20220723,2,5,115,4,2,6,2022-07-23 08:59:00,2022-07-23 15:49:43,2022-07-24 17:59:39,6.85,26.17,33.01,0,0,0.0,2022,7
1173,20220722,2,4,112,2,1,5,2022-07-22 10:12:00,2022-07-23 03:52:39,2022-07-24 06:26:29,17.68,26.56,44.24,0,0,0.0,2022,7
1174,20220711,2,4,82,6,5,11,2022-07-11 08:12:00,2022-07-11 09:03:38,2022-07-12 22:03:12,0.86,36.99,37.85,738,0,0.0,2022,7
1175,20220711,2,6,105,13,3,9,2022-07-11 23:34:00,2022-07-12 00:51:00,2022-07-13 06:28:46,1.28,29.63,30.91,466,0,0.0,2022,7
1176,20220731,2,4,137,2,1,9,2022-07-31 12:25:00,2022-07-31 15:24:10,2022-08-01 22:10:11,2.99,30.77,33.75,725,0,0.0,2022,7
1177,20220705,2,5,200,1,5,6,2022-07-05 04:55:00,2022-07-05 16:22:31,2022-07-07 01:00:38,11.46,32.64,44.09,703,0,0.0,2022,7
1178,20220718,2,4,49,6,2,6,2022-07-18 16:37:00,2022-07-18 18:59:51,2022-07-19 21:57:23,2.38,26.96,29.34,231,0,0.0,2022,7
1179,20220711,2,5,88,6,1,6,2022-07-11 02:20:00,2022-07-11 07:39:46,2022-07-12 08:19:55,5.33,24.67,30.0,0,0,0.0,2022,7
1180,20220724,2,4,185,10,2,6,2022-07-24 14:28:00,2022-07-24 19:53:11,2022-07-25 12:49:23,5.42,16.94,22.36,0,0,0.0,2022,7
1181,20220718,2,4,118,1,1,9,2022-07-18 09:47:00,2022-07-18 17:39:26,2022-07-19 09:41:47,7.87,15.29,23.91,0,1,0.75,2022,7
1182,20220710,2,5,142,7,3,5,2022-07-10 13:27:00,2022-07-10 21:09:55,2022-07-12 01:30:36,7.72,28.34,36.06,0,0,0.0,2022,7
1183,20220710,2,4,125,6,6,6,2022-07-10 10:37:00,2022-07-11 11:07:30,2022-07-12 21:04:42,24.51,31.51,58.46,752,1,2.44,2022,7
1184,20220726,2,5,54,10,3,5,2022-07-26 10:36:00,2022-07-27 08:41:13,2022-07-28 10:04:00,22.09,25.38,47.47,0,0,0.0,2022,7
1185,20220709,2,5,67,5,3,11,2022-07-09 12:13:00,2022-07-09 16:12:17,2022-07-11 09:47:29,3.99,41.59,45.57,756,0,0.0,2022,7
1186,20220716,2,4,30,3,5,5,2022-07-16 10:36:00,2022-07-16 15:19:58,2022-07-18 01:04:31,4.73,33.74,38.48,277,0,0.0,2022,7
1187,20220717,2,5,158,2,6,4,2022-07-17 21:35:00,2022-07-18 10:12:22,2022-07-19 08:47:02,12.62,22.58,35.2,1007,0,0.0,2022,7
1188,20220712,2,5,168,5,2,4,2022-07-12 06:04:00,2022-07-12 12:15:02,2022-07-13 13:31:47,6.18,25.28,31.46,0,0,0.0,2022,7
1189,20220706,2,4,62,1,2,4,2022-07-06 16:04:00,2022-07-06 17:57:06,2022-07-08 00:30:39,1.89,30.56,32.44,0,0,0.0,2022,7
1190,20220729,2,4,133,1,3,4,2022-07-29 13:25:00,2022-07-29 15:20:35,2022-07-30 19:12:21,1.93,22.73,29.79,0,1,5.13,2022,7
1191,20220717,2,4,98,4,4,5,2022-07-17 02:24:00,2022-07-17 20:28:33,2022-07-19 11:54:06,18.08,39.43,57.5,520,0,0.0,2022,7
1192,20220701,2,6,143,1,3,4,2022-07-01 13:52:00,2022-07-01 14:02:55,2022-07-03 03:48:10,0.18,37.75,37.94,803,0,0.0,2022,7
1193,20220725,2,4,78,5,1,13,2022-07-25 18:12:00,2022-07-26 02:14:53,2022-07-27 04:59:19,8.05,26.74,34.79,0,0,0.0,2022,7
1194,20220727,2,5,122,2,6,4,2022-07-27 04:28:00,2022-07-28 00:32:14,2022-07-29 19:12:29,20.07,38.58,62.74,819,1,4.09,2022,7
1195,20220705,2,4,146,7,3,5,2022-07-05 18:56:00,2022-07-05 23:03:17,2022-07-07 15:25:11,4.12,40.36,44.49,691,0,0.0,2022,7
1196,20220705,2,4,4,1,2,4,2022-07-05 20:56:00,2022-07-06 10:03:14,2022-07-07 09:40:29,13.12,23.62,36.74,293,0,0.0,2022,7
1197,20220707,2,4,11,7,1,9,2022-07-07 12:39:00,2022-07-07 15:47:30,2022-07-08 18:24:37,3.14,26.62,29.76,0,0,0.0,2022,7
1198,20220730,2,5,142,3,3,4,2022-07-30 19:46:00,2022-07-31 01:28:20,2022-08-01 06:45:24,5.71,29.28,34.99,0,0,0.0,2022,7
1199,20220726,2,4,35,5,2,6,2022-07-26 03:25:00,2022-07-26 05:41:55,2022-07-26 23:32:19,2.28,17.84,20.12,0,0,0.0,2022,7
1200,20220715,2,4,162,9,5,5,2022-07-15 20:34:00,2022-07-15 20:39:37,2022-07-17 01:44:48,0.09,29.09,29.18,537,0,0.0,2022,7
1201,20220715,2,6,107,5,1,9,2022-07-15 06:58:00,2022-07-15 09:11:58,2022-07-16 12:30:18,2.23,27.31,29.54,0,0,0.0,2022,7
1202,20220709,2,6,89,4,1,14,2022-07-09 02:48:00,2022-07-09 12:50:09,2022-07-10 20:35:44,10.04,21.15,41.8,0,1,10.61,2022,7
1203,20220711,2,5,49,2,2,5,2022-07-11 08:13:00,2022-07-12 02:18:48,2022-07-12 20:40:03,18.1,18.35,36.45,708,0,0.0,2022,7
1204,20220710,2,4,74,1,1,6,2022-07-10 23:29:00,2022-07-11 00:31:03,2022-07-12 12:32:22,1.03,36.02,37.06,0,0,0.0,2022,7
1205,20220719,2,5,71,7,1,5,2022-07-19 00:16:00,2022-07-19 19:18:09,2022-07-21 11:14:55,19.04,27.53,58.98,0,1,12.42,2022,7
1206,20220715,2,6,1,2,2,6,2022-07-15 15:29:00,2022-07-15 17:09:48,2022-07-17 13:26:22,1.68,40.33,45.96,506,1,3.94,2022,7
1207,20220722,2,5,177,2,1,13,2022-07-22 04:30:00,2022-07-22 11:42:09,2022-07-24 06:10:26,7.2,42.47,49.67,511,0,0.0,2022,7
1208,20220717,2,5,95,1,1,4,2022-07-17 03:11:00,2022-07-17 04:47:52,2022-07-18 04:05:06,1.61,23.29,24.9,0,0,0.0,2022,7
1209,20220715,2,5,13,3,4,4,2022-07-15 00:43:00,2022-07-15 07:32:04,2022-07-16 11:12:58,6.82,27.68,34.5,619,0,0.0,2022,7
1210,20220729,2,4,200,1,5,6,2022-07-29 21:34:00,2022-07-30 06:30:39,2022-07-31 11:03:19,8.94,28.54,37.49,657,0,0.0,2022,7
1211,20220710,2,5,199,7,4,9,2022-07-10 20:42:00,2022-07-11 10:04:47,2022-07-12 11:56:34,13.38,25.86,39.24,278,0,0.0,2022,7
1212,20220726,2,6,200,3,5,5,2022-07-26 01:38:00,2022-07-26 03:02:14,2022-07-27 03:20:10,1.4,16.08,25.7,546,1,8.22,2022,7
1213,20220720,2,5,130,6,3,13,2022-07-20 11:58:00,2022-07-20 13:14:05,2022-07-21 16:06:08,1.27,26.87,28.14,0,0,0.0,2022,7
1214,20220731,2,4,26,3,2,14,2022-07-31 10:52:00,2022-07-31 17:55:23,2022-08-01 13:46:41,7.06,19.85,26.91,0,0,0.0,2022,7
1215,20220729,2,5,54,2,3,11,2022-07-29 21:10:00,2022-07-30 00:37:59,2022-07-31 04:48:36,3.47,28.18,31.64,0,0,0.0,2022,7
1216,20220719,2,4,35,4,2,9,2022-07-19 10:35:00,2022-07-19 18:50:21,2022-07-20 18:57:40,8.26,24.12,32.38,0,0,0.0,2022,7
1217,20220705,2,5,44,10,6,6,2022-07-05 13:07:00,2022-07-05 16:37:05,2022-07-06 19:19:48,3.5,26.71,30.21,788,0,0.0,2022,7
1218,20220726,2,4,4,2,2,4,2022-07-26 20:20:00,2022-07-26 22:29:49,2022-07-29 02:46:47,2.16,25.63,54.45,669,1,26.65,2022,7
1219,20220710,2,4,30,2,5,5,2022-07-10 08:41:00,2022-07-10 23:08:29,2022-07-12 04:07:49,14.46,28.99,43.45,821,0,0.0,2022,7
1220,20220718,2,4,135,9,1,6,2022-07-18 19:31:00,2022-07-18 22:22:13,2022-07-20 01:57:56,2.85,27.6,30.45,0,0,0.0,2022,7
1221,20220719,2,4,134,4,1,14,2022-07-19 18:10:00,2022-07-20 00:06:07,2022-07-21 00:35:32,5.94,24.49,30.43,747,0,0.0,2022,7
1222,20220726,2,4,66,2,1,5,2022-07-26 12:43:00,2022-07-26 14:33:08,2022-07-27 22:27:11,1.84,31.9,33.74,0,0,0.0,2022,7
1223,20220726,2,5,170,1,1,4,2022-07-26 22:20:00,2022-07-27 00:53:35,2022-07-28 09:01:17,2.56,32.13,34.69,0,0,0.0,2022,7
1224,20220708,2,5,108,1,4,4,2022-07-08 18:28:00,2022-07-08 19:08:22,2022-07-09 20:35:38,0.67,25.45,26.13,282,0,0.0,2022,7
1225,20220729,2,5,114,2,5,5,2022-07-29 00:14:00,2022-07-29 02:59:22,2022-07-31 07:13:43,2.76,35.76,55.0,712,1,16.48,2022,7
1226,20220728,2,5,11,1,1,4,2022-07-28 13:48:00,2022-07-28 14:39:55,2022-07-29 17:12:45,0.87,26.55,27.41,0,0,0.0,2022,7
1227,20220717,2,4,38,1,1,5,2022-07-17 06:09:00,2022-07-18 07:51:54,2022-07-19 10:18:15,25.72,26.44,52.15,0,0,0.0,2022,7
1228,20220720,2,5,143,2,3,6,2022-07-20 14:47:00,2022-07-21 05:32:08,2022-07-22 21:48:41,14.75,40.28,55.03,757,0,0.0,2022,7
1229,20220711,2,4,140,2,1,9,2022-07-11 01:33:00,2022-07-11 04:56:53,2022-07-12 06:41:04,3.4,25.74,29.13,0,0,0.0,2022,7
1230,20220717,2,4,44,7,6,9,2022-07-17 07:54:00,2022-07-17 14:08:07,2022-07-18 18:14:14,6.24,28.1,34.34,99,0,0.0,2022,7
1231,20220720,2,4,142,1,3,4,2022-07-20 21:15:00,2022-07-21 02:09:23,2022-07-22 03:54:52,4.91,25.76,30.66,0,0,0.0,2022,7
1232,20220723,2,5,2,2,1,11,2022-07-23 16:20:00,2022-07-25 20:15:09,2022-07-26 23:35:37,51.92,27.34,79.26,355,0,0.0,2022,7
1233,20220701,2,5,123,1,3,5,2022-07-01 06:03:00,2022-07-01 06:28:16,2022-07-02 05:00:39,0.42,22.54,22.96,486,0,0.0,2022,7
1234,20220730,2,4,63,1,1,4,2022-07-30 18:35:00,2022-07-31 14:11:30,2022-08-02 00:26:08,19.61,34.24,53.85,0,0,0.0,2022,7
1235,20220725,2,6,95,2,1,4,2022-07-25 23:29:00,2022-07-26 13:33:49,2022-07-27 10:03:16,14.08,20.49,34.57,0,0,0.0,2022,7
1236,20220713,2,5,156,2,4,4,2022-07-13 07:19:00,2022-07-14 07:31:21,2022-07-15 02:08:57,24.21,18.63,42.83,631,0,0.0,2022,7
1237,20220715,2,4,24,5,1,4,2022-07-15 15:05:00,2022-07-15 22:45:35,2022-07-16 17:00:42,7.68,18.25,25.93,0,0,0.0,2022,7
1238,20220709,2,4,150,3,1,5,2022-07-09 13:32:00,2022-07-10 01:35:17,2022-07-11 15:53:30,12.05,38.3,50.36,0,0,0.0,2022,7
1239,20220728,2,4,69,1,2,13,2022-07-28 15:01:00,2022-07-28 17:51:38,2022-07-30 00:05:46,2.84,30.24,33.08,0,0,0.0,2022,7
1240,20220718,2,4,59,1,2,11,2022-07-18 09:38:00,2022-07-19 17:28:51,2022-07-21 02:13:43,31.85,32.75,64.6,556,0,0.0,2022,7
1241,20220721,2,5,192,1,1,5,2022-07-21 09:29:00,2022-07-21 12:04:04,2022-07-23 00:04:18,2.58,36.0,38.59,0,0,0.0,2022,7
1242,20220719,2,5,82,3,5,5,2022-07-19 22:30:00,2022-07-20 17:52:19,2022-07-21 21:02:16,19.37,27.17,46.54,478,0,0.0,2022,7
1243,20220726,2,6,19,1,1,9,2022-07-26 23:46:00,2022-07-27 02:30:16,2022-07-28 03:29:33,2.74,24.99,27.73,0,0,0.0,2022,7
1244,20220726,2,4,2,3,1,5,2022-07-26 23:23:00,2022-07-27 05:16:55,2022-07-27 22:48:40,5.9,17.53,23.43,464,0,0.0,2022,7
1245,20220702,2,4,15,13,1,4,2022-07-02 01:58:00,2022-07-02 16:20:18,2022-07-03 21:37:24,14.37,27.06,43.66,0,1,2.22,2022,7
1246,20220729,2,6,195,1,5,6,2022-07-29 08:49:00,2022-07-29 19:40:43,2022-07-31 03:18:50,10.86,31.64,42.5,361,0,0.0,2022,7
1247,20220704,2,5,92,4,3,5,2022-07-04 22:23:00,2022-07-05 13:15:33,2022-07-06 22:35:51,14.88,33.34,48.21,183,0,0.0,2022,7
1248,20220703,2,5,181,10,1,9,2022-07-03 07:30:00,2022-07-03 14:45:50,2022-07-05 22:59:12,7.26,18.56,63.49,0,1,37.66,2022,7
1249,20220717,2,5,4,5,2,6,2022-07-17 22:42:00,2022-07-19 16:39:31,2022-07-20 16:36:02,41.96,23.94,65.9,648,0,0.0,2022,7
1250,20220729,2,4,153,3,1,6,2022-07-29 08:15:00,2022-07-29 19:45:36,2022-07-30 17:04:48,11.51,21.32,32.83,0,0,0.0,2022,7
1251,20220713,2,6,109,7,3,4,2022-07-13 02:41:00,2022-07-14 20:54:17,2022-07-15 17:28:17,42.22,20.57,62.79,658,0,0.0,2022,7
1252,20220713,2,4,146,6,3,14,2022-07-13 02:33:00,2022-07-13 13:12:42,2022-07-15 05:57:12,10.66,40.74,51.4,149,0,0.0,2022,7
1253,20220711,2,6,160,1,3,5,2022-07-11 22:19:00,2022-07-12 01:50:07,2022-07-13 04:20:02,3.52,26.5,30.02,415,0,0.0,2022,7
1254,20220712,2,5,12,9,4,9,2022-07-12 23:26:00,2022-07-13 12:26:11,2022-07-14 07:20:26,13.0,18.9,31.91,322,0,0.0,2022,7
1255,20220717,2,6,135,9,1,4,2022-07-17 18:49:00,2022-07-17 20:19:20,2022-07-18 21:54:49,1.51,25.59,27.1,0,0,0.0,2022,7
1256,20220721,2,5,155,2,1,4,2022-07-21 23:25:00,2022-07-22 00:05:55,2022-07-23 04:54:45,0.68,28.81,29.5,0,0,0.0,2022,7
1257,20220731,2,4,18,1,3,5,2022-07-31 03:04:00,2022-07-31 05:56:26,2022-08-01 08:34:00,2.87,26.63,29.5,0,0,0.0,2022,7
1258,20220708,2,4,108,3,4,4,2022-07-08 13:10:00,2022-07-08 13:52:17,2022-07-09 20:27:26,0.7,30.59,31.29,776,0,0.0,2022,7
1259,20220708,2,4,132,1,1,5,2022-07-08 16:07:00,2022-07-09 08:27:45,2022-07-10 15:45:24,16.35,31.29,47.64,0,0,0.0,2022,7
1260,20220718,2,5,143,1,3,4,2022-07-18 05:51:00,2022-07-18 09:38:25,2022-07-19 14:24:19,3.79,28.76,32.56,540,0,0.0,2022,7
1261,20220716,2,4,86,9,4,6,2022-07-16 20:58:00,2022-07-17 06:43:16,2022-07-17 19:25:16,9.75,12.7,22.45,834,0,0.0,2022,7
1262,20220721,2,6,71,1,1,4,2022-07-21 12:07:00,2022-07-21 13:11:44,2022-07-22 17:29:08,1.08,28.29,29.37,0,0,0.0,2022,7
1263,20220726,2,4,36,4,4,5,2022-07-26 21:48:00,2022-07-26 23:21:03,2022-07-28 15:31:38,1.55,25.21,41.73,305,1,14.96,2022,7
1264,20220804,2,4,83,6,1,4,2022-08-04 18:50:00,2022-08-04 19:57:46,2022-08-05 23:07:53,1.13,27.17,28.3,0,0,0.0,2022,8
1265,20220807,2,4,58,4,2,4,2022-08-07 19:33:00,2022-08-07 20:46:12,2022-08-08 22:36:36,1.22,25.84,27.06,0,0,0.0,2022,8
1266,20220809,2,5,152,10,1,6,2022-08-09 10:38:00,2022-08-09 11:59:56,2022-08-10 02:34:29,1.37,14.58,15.94,0,0,0.0,2022,8
1267,20220816,2,4,30,9,5,14,2022-08-16 07:23:00,2022-08-16 08:58:16,2022-08-17 14:12:02,1.59,29.23,30.82,188,0,0.0,2022,8
1268,20220805,2,4,77,1,1,5,2022-08-05 10:51:00,2022-08-05 13:02:49,2022-08-07 06:48:26,2.2,24.88,43.96,0,1,16.88,2022,8
1269,20220831,2,4,30,5,5,9,2022-08-31 04:01:00,2022-08-31 12:16:31,2022-09-01 17:46:06,8.26,29.49,37.75,805,0,0.0,2022,8
1270,20220808,2,6,100,2,5,6,2022-08-08 07:23:00,2022-08-08 16:26:16,2022-08-09 13:35:13,9.05,21.15,30.2,361,0,0.0,2022,8
1271,20220823,2,5,185,9,2,6,2022-08-23 21:12:00,2022-08-23 21:15:06,2022-08-25 04:01:29,0.05,25.51,30.82,0,1,5.26,2022,8
1272,20220803,2,5,8,10,2,6,2022-08-03 20:23:00,2022-08-03 20:59:40,2022-08-05 02:00:14,0.61,29.01,29.62,789,0,0.0,2022,8
